id,name,lat,lon,city,zip,county,state,data_source,detail,contact,additional_location_info,image_link,exists,address,validation_date,lat_lon,type_fridge,location_type,overhead_protection,outdoors_or_indoors,size,number_shelves,tight_fitting_door,contents,photo,additional_info,validated,width,length,height
52,Beaver Little Free Pantry,48.056724,-124.347533,Forks,98331,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,,NA,W Lake Pleasant Rd & Taylor St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
53,Sharkee Feeds Her World,47.656856,-117.151448,Greenacres,99016,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,duckydooacre@outlook.com,Blue and brown food pantry next to the road,http://mapping.littlefreepantry.org/media/pantry_images/9a92d5739c9345d19c6228d5b06f6ab8/271827632_10158756005058299_2220879437571619424_n.jpg,NA,18820 E Sprague Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
54,Little Free Pantry Ilwaco WA,46.314016,-124.042997,Ilwaco,98624,Pacific,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,pprinfo.wa@gmail.com,,,NA,405 1st Avenue North Ilwaco,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
55,Little Free Pantry,47.738757,-122.237264,Kenmore,98028,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,camilla.schulte@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/439b8b806e1e40b6be2635d4843b2114/littlefreepantry1.jpg,"Yes, it still exists.",15209 78th Ave NE,2025/01/29 2:35:55 AM GMT+2,47.73876N 122.23719W,Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,"30"" W, 24"" H, 19""L",2,Yes,"maccaroni, oatmeal, dri beans, few cans of fruit, lots of jars baby food, cubby is dog treats",https://drive.google.com/u/1/open?usp=forms_web&id=1N6Taf13I9aD59JXgIfNSx2CnjmOyWcfV,clearly visible from the road,yes,30,19,24
56,The Little Free Pantry,47.759355,-122.243618,Kenmore,98028,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,18118 73rd Ave NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
57,Kenmore Free Pantry,47.762642,-122.252018,Kenmore,98028,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,office@northlakelutheran.org,,http://mapping.littlefreepantry.org/media/pantry_images/dcb3b90806d7418789f66433383fef36/pantry_later.jpg http://mapping.littlefreepantry.org/media/pantry_images/dcb3b90806d7418789f66433383fef36/groupshot1.jpg,NA,6620 NE 185th St Kenmore,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
58,First Christian Church,46.190606,-119.137397,Kennewick,99337,Benton,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,kennewickccsec@gmail.com 509-586-2101,Bright yellow pantry to left of entrance,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hgubhrk8gp0vn5q6rffs816tbc/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_va3w_9TZblkluj-HrSql3NQdPnv4fukss9P8iRgIZuP9feDR1tXdRUE_xTLPr_mG-7mGz6Jcc9IMEls1uJBoH1K9oMDDegJLpOjbrWvYndYy_Pzc-aI9ofgT6uCTzGX_dYHIJhvVSAt0lT9RXinlMgPepJruMa1ddpgAwo-Ep2teCokEaO-SBYouRgvhLhiLLE?session=0&fife=s16382,NA,1921 S Olympia Street Kennewick,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
59,The Little Free Pantry,47.376883,-122.221528,Kent,98030,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,1010 E Seattle St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
60,The Little Free Pantry,47.401021,-122.186615,Kent,98031,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/6ecd74485329i6gb5mvc81dahk/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYHEYZ63zczY_EU51EMdnMhQ8EU0FE7g5xbdn2nNZHTg9LrQNiVj7jXENHpgtZKA69kS2xI7A40ejWToxCHylEFBkLwYKtdFI06Dh3Qz9j0QPWj95juEfW4MegVBvHuDVZftf0r2abOs-rKzLgpydFz1t-rhS_Aa6UtgwfVYNALMQFFyUSyGBba3woZJCjiP3U?session=0&fife=s16383,NA,11602 SE 225th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
61,The Little Free Pantry,47.375997,-122.307127,Kent,98198,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/f85nap3u1oooh30d1944t9nbdg/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYsgMogP_GmgHpyjKY6zGsrEc_K30_GbnVERltBHV4ULLL04m-sV7wzSMN35CeFKF9p_m2tifSG3lkD-9hlnKANW3DmtoTTH1dHME2dDe79xndapk-jtl3pnKyu4BN071PvlE8q8QgRNzDonHYgCFqFDTGBC6yZiMKzyKVTQzNthPmkAPfsezdCELhA1-PDWqsN?session=0&fife=s16383,NA,21st Ave S & S 252nd St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
62,The Little Free Pantry,47.376542,-122.166552,Kent,98042,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,25105 132nd Ave SE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
63,The Little Free Pantry,47.726196,-122.175697,Kirkland,98034,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ueu8evc0av94inqrmj6tgmprdg/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_va6vk42WHpeTT2V0Vzz5RnWtPmgIwmdcV56hUym8bwC9KSh1BjqRTKFpL__aDgKfkILBXy8r2UT-ypHJRvN6eo3EFJ-BaoChMZyw6chmVfJrV3K3WlyPzptgRM3izFu_K7Kr93zmDam02YqukBLBnwmD2EP96ohAIH_-eLTLZy_dIqMEEkcinzKKWyU-2Cjkknb?session=0&fife=s16383,"No, it does not exist anymore, and there is no other micropantry in the same block",124th Ave NE and NE 141st,2025/03/01 8:11:43 PM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
64,The Little Free Pantry,47.718169,-122.225495,Kirkland,98034,King,Washington,The Little Free Pantry network,Shared Pantry,ken111@fastmail.com,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/b81tnnd3b51j3ekugmpehof8ck/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYp5hxbFiuRi377bJ4qj7g_VLMf6TrvaSNYINOcubMoLJADYNK3cfDLhVexlRzRFAO1f848P0c8iCezgwHnlJeC_3PGBvMdSLWok3-WBr-TehPNxrEypItIn-8lk2Qo9h_gfcAMubJAu0Jxvo2uPVcKehzsHBPudFNexK6zNwbDguNiSt35F9UCazlMD-f8h7-M?session=0&fife=s16383,NA,87th Ave NE & 87th Pl NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
65,The Little Free Pantry,47.713636,-122.215728,Kirkland,98034,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,Does not appear on Street View/No images,,"No, it does not exist anymore, and there is no other micropantry in the same block",NE 126th Pl & 94th Ave NE,2025/01/29 2:46:19 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
66,Hazel Lane Food Library,47.718158,-122.225461,Kirkland,98034,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/f3830f1c651947fd956d35eb758c135d/image.jpg http://mapping.littlefreepantry.org/media/pantry_images/f3830f1c651947fd956d35eb758c135d/image_2Z0hjmS.jpg,"Yes, it still exists.",13042 87th Ave NE Kirkland,2025/01/29 2:44:13 AM GMT+2,47.71814N 122.22556W,Non-refrigerated,Private residence (e.g. on someone frontyard),integrated roof,Outdoor without a cover,"21""H X 21""W X 16""L",2,Yes,"noodles, stovetop stuffing, baby food, 3 giant cans of similac,dri beans, paper back books",https://drive.google.com/u/1/open?usp=forms_web&id=1Nf5FUtZIUMX-H0qoRKWtpQyC5jVVzPXu,"You can't see it with Google street view, but it's easy to spot while on-site",yes,21,16,21
67,B.O.L.T.S Community Pantry,47.038709,-122.831272,Lacey,98503,Thurston ,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,Etodd@bgctc.org,,http://mapping.littlefreepantry.org/media/pantry_images/2cac381550ab44f58264962f09137cfc/food_pantry_front_view_-_Copy.jpg,NA,4211 Pacific Ave SE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
68,33rd ave NE pantry,47.746339,-122.294142,Lake Forest Park,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,michelle072304@gmail.com,Blue cabinet with a clear roof at the end of the driveway. Does not appear on Street View/No images,,NA,16049 33RD AVE NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
69,Kate’s Pantry,47.996191,-122.098362,Lake Stevens,98258,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,kate.smith4gb@gmail.com,Does not appear on Street View/No images,,NA,Chapel Hill Rd & 99th Ave SE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
70,Key Peninsula Pantry #1,47.315467,-122.75189,Lakebay,98349,Pierce,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,rsimon@safest.org,,http://mapping.littlefreepantry.org/media/pantry_images/923b43dd266341148984e9bdbe7516a4/Completed_pantry_2.28.21_2.jpg http://mapping.littlefreepantry.org/media/pantry_images/923b43dd266341148984e9bdbe7516a4/Little_Pantry_Pic3_2.28.21.jpg,NA,64th St NW & Key Peninsula Hwy NW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
71,Midday LFP FBFK,47.340512,-122.7432,Lakebay,98349,Pierce,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,middayLFP@aol.com,located just outside of the perimeter fence at Food Backpacks for Kids,http://mapping.littlefreepantry.org/media/pantry_images/2bf68527202d479f96681bacdd9014cf/Picture1_with_Board_Members.png http://mapping.littlefreepantry.org/media/pantry_images/2bf68527202d479f96681bacdd9014cf/FB4K_Pantry_-_Full.jpg,NA,9127 154th Ave CT NW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
72,The Little Free Pantry,47.143136,-122.501211,Lakewood,98499,Pierce,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,12601 Addison St SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
73,The Little Free Pantry,47.126135,-122.556377,Lakewood,98498,Pierce,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,14511 W Thorne Ln SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
74,The Little Free Pantry,47.157811,-122.50362,Lakewood,98499,Pierce,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0g-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hm3o46hrpd6jq7vhip57i7ns14/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYYmkYz3cKUh-HsV3crdwQkDxnXVPpQHSRkds-T5t0awnbUmlrfSItFpk_4aoIuMHWQZ0drswVwM0X55oJdvhWlwv2omfWGVf8U1pkoq3-I9sAljoRqLAoXoi88XqX4Mj-1f13CRNqAVey6gTNeVXta7RYvt48uERTOJ79EaacsQa_7khohumCS132opoMZzU4?session=0&fife=s16383,NA,4928 109th St SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
75,The Little Free Pantry,47.140004,-122.509702,Lakewood,98499,Pierce,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,5506 Boston Ave SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
76,The Little Free Pantry,47.174536,-122.514759,Lakewood,98499,Pierce,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/sdlth591de98d3jfjc50jd5jog/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZAnyKgy7XTlultuk_MCX0d0clWCK9FQWC94Vd4RK9HaJHeu9B_3pZlGFmTAMkisFIFEK606Yn3GYkUSeWvtDByITBS5MUVo3_ZUgq_bxDcErcOcwNSjLr8kLNsLawAWPvt-gT1DQakVA_6VsQlax2e4J6eOCo9v6CoY-fuhxrOY4IkowJhwUO-UiHSse7g9T4?session=0&fife=s16383,NA,8956 Gravelly Lake Dr SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
77,Faith Lutheran Little Free Pantry,47.595678,-120.66754,Leavenworth,98826,Chelan,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,merrymulesears@msn.com,,http://mapping.littlefreepantry.org/media/pantry_images/632e9ffffe5946278b05c49320de9f97/P1000861.JPG http://mapping.littlefreepantry.org/media/pantry_images/632e9ffffe5946278b05c49320de9f97/P1000860.JPG,NA,224 Benton Street Leavenworth,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
78,Little Free Pantry Long Beach WA,46.352026,-124.053369,Long Beach,98631,Pacific,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,gmastree@fromgrandmastree.com,Does not appear on Street View/No images,,NA,200 N. Oregon Long Beach,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
79,The Little Free Pantry,47.854604,-122.288481,Lynnwood,98087,Snohomish,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/mojg926hvtapin8uv9nfhgfipo/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZ4lgojMx8wtC34HZMN-kDw_otYnVnNMz7uehqdJklvesrY2JPg7GMptsG_cuc-RClHYDeVZB8FvJ_rF0memMLusS2YuwJQFEXkl1b6NPr5fRLkQc328YkY7gc9VgbdQt3Ps_Szq9vVXUD05DXNCG9ddeqoLbdO6BnfsZk9UGYp1BMWi-On84n80CdgTYtsWo0?session=0&fife=s16383,NA,15905 Hwy 99,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
80,Lynnwood Little Free Pantry,47.824705,-122.301255,Lynnwood,98036,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,beckyguerra@gmail.com,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ssfsl8obg1inrplvoieudtnjtc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaZ1giHicX6WCfVfC7JNn9bkwEnC8V06Cv9Kj6HnmQzUHiX7R1-W5ve9BYud67V-Ir5kiPJOElCdrJdSduq6Ufq_sNAOm5scjFP3oJIDO7KKArgrtFMxyo6VvOdO11OY1D4pYj0cnPtLg_eqIpT_kYw-MF057qw-BUGv_49BZ_FpXDBOlrrHyO9tSNuDAL15gY?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/86d165824063473cbe8a0030d3679a8d/2951BAB4-1F1D-45B8-A026-A816631C2694.jpeg http://mapping.littlefreepantry.org/media/pantry_images/86d165824063473cbe8a0030d3679a8d/65BE4420-2CA1-4B6F-BBBB-166DDE5D82CA.jpeg,NA,5017 192nd St SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
81,Brookview Church,47.792118,-122.274522,Brier,98037,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,brookegemini2213@gmail.com,"In front of church/in parking lot down about 5 stairs in front of a black door. Big banner above saying ""Give/Take"" or similar description. Not on direct side of road like usual pantries.",http://mapping.littlefreepantry.org/media/pantry_images/f5a0ad5d37974b749e658dc062e46a53/Screenshot_20201204-134410_Maps.jpg,NA,22730 Brier Rd,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
82,The Little Free Pantry,47.384653,-122.048187,Maple Valley,98038,King,Washington,The Little Free Pantry network,Shared Pantry,tammielindholm@gmail.com,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/sm7cijda1bj7kuk9vh1hk96mpc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZ9emmz52YlDBgRQTWFduo0bRc1ZN-VKPSqdkoh2lF2K5m8_qOLfv_XRcZR-4qqmo1L01CWjQF_45mCPdpxkRDEh_F73fowIL2MbMCREyyOoPNyN2t0TClCcNLVJxHhPBpN6-KSrRYmBkZwmNNHraJ_Ps_hvTT7jK66xdDvqiFQ68DVtQ13yYqTv1jMfJeyiMI?session=0&fife=s16383,NA,24218 Witte Rd SE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
83,The Little Free Pantry,48.069052,-122.118215,Marysville,98270,Snohomish,Washington,The Little Free Pantry network,Shared Pantry,ashlynpriebe06@gmail.com,,,NA,8320 82nd St NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
84,Heatherwood Little Pantry,47.875211,-122.219891,Mill Creek,98012,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,laurawight@yahoo.com,by Heatherwood Apartments office,,NA,13510 North Creek Drive Mill Creek,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
85,Food is Free Milton,47.247261,-122.322355,Milton,98354,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,goodseedpastor@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/71a7aa522c00469caeba53da87f09f86/E8AAD9D6-B1D9-47F3-9B49-21CB467646AA.jpeg http://mapping.littlefreepantry.org/media/pantry_images/71a7aa522c00469caeba53da87f09f86/74970D86-7F0B-444B-8341-00673CFAD2EF.jpeg,NA,1405 10th Ave Milton,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
86,Hazel’s Free Little Pantry,47.852162,-121.971516,Monroe,98272,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mslc@morningstarlc.org,,http://mapping.littlefreepantry.org/media/pantry_images/ca205b5bd307427482c6d67546ddd657/C555AA77-820C-4165-A141-6150A73708BD.jpeg,NA,342 S. Lewis St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
87,The Little Free Pantry,47.928471,-121.894675,Monroe,98272,Snohomish,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,74th Pl SE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
88,The Little Free Pantry,47.799242,-122.29764,Mountlake Terrace,98043,Snohomish,Washington,The Little Free Pantry network,Shared Pantry,obrien.dave@hotmail.com,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ajtf4c15t4h9a4me5jb7tcpnh0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbLfiiowdLm0zRptmjPt289RySxZjrWtNGyhcbOi9tZYZ9iouFYoY02xOR54CmQfpVVxX1JIb5lHLOMUemtesd2GhASXMjXuasuh8vP0zEzvzd4K8O-GkeDfRGsFOgEbg_Ld2Nt6fi6O7u-QyLaSh_AynlSWHkpEGizIErPbhlebUtqfUWf1OoXkxwj_Sg9W8s?session=0&fife=s16383,NA,22001 48th Ave W,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
89,MLT Little Free Pantry,47.787456,-122.31103,Mountlake Terrace,98043,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,dustin@mltcf.org,located across the street from the mountlake terrace library,http://mapping.littlefreepantry.org/media/pantry_images/8db769e6c64340bf8bde30998b09b07b/0CA0E0E1-7374-420C-AEE6-44646659AC47.jpeg http://mapping.littlefreepantry.org/media/pantry_images/8db769e6c64340bf8bde30998b09b07b/C0D266AF-A689-47EF-80E0-E78BE0261C52.jpeg,NA,23300 58th AVe W Mountlake Terrace,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
90,Little Free Pantry Ocean Park WA,46.491507,-124.048763,Ocean Park,98640,Pacific,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,office@oceanparklutheran.org,Does not appear on Street View/No images,,NA,1601 Bay Ave Ocean Park,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
91,"Westminster Presbyterian Church, Olympia",47.031197,-122.865894,Olympia,98501,Thurston,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,Does not appear on Street View/No images,,NA,1925 Boulevard Rd Olympia,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
92,Olympic Unitarian Universalist Fellowship Pantry,48.101071,-123.234565,Port Angeles,98362,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/kh0pngggorfn1hf20cmtgvn6bo/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZthefohegAeccYXQfk22A7sQLDkaqR51nnlB8xnc7CL05faUq76VR971NmPQZmg4dgD2kDcJ71faG2HfNLeV2fEke5j2Nd4eZWdsYO2IloyXxcVgfQ6JQgnmCMKJ3qT6Y2CzF8uV1P6GwBueMw84_67If6rHDEEdblu6zYqyMeAHuQfCdM7hG5ro32euqTFH_V?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/34f7a705143d46a69bead4a936578c0c/UU_Pantry_Installation-07.JPG,NA,1033 N Barr Rd,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
93,CHI Little Free Pantry,48.101779,-123.420683,Port Angeles,98362,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,,NA,1134 E Park Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
94,Neighborhood Little Free Pantry,48.120831,-123.461442,Port Angeles,98362,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,http://mapping.littlefreepantry.org/media/pantry_images/5a24a4ed14f540d2b946a568d4bf2556/Photo_Apr_09_10_10_43_AM.jpg,NA,1140 W 9th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
95,Center for Spiritual Living Little Free Pantry,48.10222,-123.327478,Port Angeles,98362,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,compassionclallamcounty@gmail.com,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/he5jfc14u19q0dp6h3ilfk7r6o/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZtMeqNi2WggChgWbMd7dqUV68nePUmz_F98oHAw6-ka6J5hVtxe3gTIOB-Cp_VmgRI5bNNZ9D1su9H-rvj_M1NQgyp3NM6bLgZDuC1nD_6JfgjQLg9EDdSRPxUUH0apZtxUHzFFtahIa69ZdbDjZ8uGhKYVbSlPQP2ADStWnu_9RziWGsV1lQ9gyy0EDTM1m0?session=0&fife=s16383,NA,254 N Bagley Creek Rd,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
96,LFS Little Free Pantry,48.102423,-123.43025,Port Angeles,98362,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,located outside the office across the street from the Boys and Girls Club,http://mapping.littlefreepantry.org/media/pantry_images/137d9b2105f14447a6207eeb1b2f9ce9/Photo_Apr_09_10_25_33_AM.jpg,NA,2634 S Francis St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
97,Holy Trinity Little Free Pantry,48.105224,-123.439113,Port Angeles,98362,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,southeast corner of the parking lot shared with NOLS Library,http://mapping.littlefreepantry.org/media/pantry_images/efea75bfb7114d50b533f5bbf83aaafe/Photo_Apr_09_10_17_37_AM.jpg,NA,301 E Lopez Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
