ID,NAME,CITY,ZIP,COUNTY,PUGET_SOUND,STATE,POPULATION,LOCATION,NETWORK,DETAIL,CONTACT,ADDITIONAL_LOCATION_INFO,IMAGE_LINK,Timestamp,exists,lat_lon,type,location_desc,overhead,??,size,shelves,door,contents,photo,observation,ADDRESS,LAT,LON,exists_short
57,Kenmore Free Pantry,Kenmore,98028.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,office@northlakelutheran.org,,http://mapping.littlefreepantry.org/media/pantry_images/dcb3b90806d7418789f66433383fef36/pantry_later.jpg http://mapping.littlefreepantry.org/media/pantry_images/dcb3b90806d7418789f66433383fef36/groupshot1.jpg,,,,,,,,,,,,,,6620 NE 185th St Kenmore,47.762642000000014,-122.25201800000002,DONT KNOW
58,First Christian Church,Kennewick,99337.0,Benton,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,kennewickccsec@gmail.com 509-586-2101,Bright yellow pantry to left of entrance,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hgubhrk8gp0vn5q6rffs816tbc/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_va3w_9TZblkluj-HrSql3NQdPnv4fukss9P8iRgIZuP9feDR1tXdRUE_xTLPr_mG-7mGz6Jcc9IMEls1uJBoH1K9oMDDegJLpOjbrWvYndYy_Pzc-aI9ofgT6uCTzGX_dYHIJhvVSAt0lT9RXinlMgPepJruMa1ddpgAwo-Ep2teCokEaO-SBYouRgvhLhiLLE?session=0&fife=s16382,,,,,,,,,,,,,,1921 S Olympia Street Kennewick,46.19060600000002,-119.137397,DONT KNOW
59,The Little Free Pantry,Kent,98030.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,1010 E Seattle St,47.376883,-122.22152800000002,DONT KNOW
60,The Little Free Pantry,Kent,98031.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/6ecd74485329i6gb5mvc81dahk/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYHEYZ63zczY_EU51EMdnMhQ8EU0FE7g5xbdn2nNZHTg9LrQNiVj7jXENHpgtZKA69kS2xI7A40ejWToxCHylEFBkLwYKtdFI06Dh3Qz9j0QPWj95juEfW4MegVBvHuDVZftf0r2abOs-rKzLgpydFz1t-rhS_Aa6UtgwfVYNALMQFFyUSyGBba3woZJCjiP3U?session=0&fife=s16383,,,,,,,,,,,,,,11602 SE 225th St,47.40102099999999,-122.186615,DONT KNOW
61,The Little Free Pantry,Kent,98198.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/f85nap3u1oooh30d1944t9nbdg/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYsgMogP_GmgHpyjKY6zGsrEc_K30_GbnVERltBHV4ULLL04m-sV7wzSMN35CeFKF9p_m2tifSG3lkD-9hlnKANW3DmtoTTH1dHME2dDe79xndapk-jtl3pnKyu4BN071PvlE8q8QgRNzDonHYgCFqFDTGBC6yZiMKzyKVTQzNthPmkAPfsezdCELhA1-PDWqsN?session=0&fife=s16383,,,,,,,,,,,,,,21st Ave S & S 252nd St,47.37599700000001,-122.307127,DONT KNOW
62,The Little Free Pantry,Kent,98042.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,25105 132nd Ave SE,47.37654200000001,-122.16655199999998,DONT KNOW
63,The Little Free Pantry,Kirkland,98034.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ueu8evc0av94inqrmj6tgmprdg/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_va6vk42WHpeTT2V0Vzz5RnWtPmgIwmdcV56hUym8bwC9KSh1BjqRTKFpL__aDgKfkILBXy8r2UT-ypHJRvN6eo3EFJ-BaoChMZyw6chmVfJrV3K3WlyPzptgRM3izFu_K7Kr93zmDam02YqukBLBnwmD2EP96ohAIH_-eLTLZy_dIqMEEkcinzKKWyU-2Cjkknb?session=0&fife=s16383,2025/03/01 8:11:43 PM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,124th Ave NE and NE 141st,47.726196,-122.17569699999999,NO
64,The Little Free Pantry,Kirkland,98034.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,ken111@fastmail.com,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/b81tnnd3b51j3ekugmpehof8ck/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYp5hxbFiuRi377bJ4qj7g_VLMf6TrvaSNYINOcubMoLJADYNK3cfDLhVexlRzRFAO1f848P0c8iCezgwHnlJeC_3PGBvMdSLWok3-WBr-TehPNxrEypItIn-8lk2Qo9h_gfcAMubJAu0Jxvo2uPVcKehzsHBPudFNexK6zNwbDguNiSt35F9UCazlMD-f8h7-M?session=0&fife=s16383,2025/01/29 2:44:13 AM GMT+2,"Yes, it still exists.",47.71814N 122.22556W,Non-refrigerated,Private residence (e.g. on someone frontyard),integrated roof,Outdoor without a cover,"21""H X 21""W X 16""L",2.0,Yes,"noodles, stovetop stuffing, baby food, 3 giant cans of similac,dri beans, paper back books",https://drive.google.com/u/1/open?usp=forms_web&id=1Nf5FUtZIUMX-H0qoRKWtpQyC5jVVzPXu,"You can't see it with Google street view, but it's easy to spot while on-site",87th Ave NE & 87th Pl NE,47.71816900000001,-122.22549500000001,YES
65,The Little Free Pantry,Kirkland,98034.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,Does not appear on Street View/No images,,2025/01/29 2:46:19 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,NE 126th Pl & 94th Ave NE,47.713636,-122.21572800000001,NO
66,Hazel Lane Food Library,Kirkland,98034.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/f3830f1c651947fd956d35eb758c135d/image.jpg http://mapping.littlefreepantry.org/media/pantry_images/f3830f1c651947fd956d35eb758c135d/image_2Z0hjmS.jpg,,,,,,,,,,,,,,13042 87th Ave NE Kirkland,47.71815800000001,-122.225461,DONT KNOW
67,B.O.L.T.S Community Pantry,Lacey,98503.0,Thurston ,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,Etodd@bgctc.org,,http://mapping.littlefreepantry.org/media/pantry_images/2cac381550ab44f58264962f09137cfc/food_pantry_front_view_-_Copy.jpg,,,,,,,,,,,,,,4211 Pacific Ave SE,47.038709,-122.83127200000001,DONT KNOW
68,33rd ave NE pantry,Lake Forest Park,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,michelle072304@gmail.com,Blue cabinet with a clear roof at the end of the driveway. Does not appear on Street View/No images,,,,,,,,,,,,,,,16049 33RD AVE NE,47.746339000000006,-122.294142,DONT KNOW
69,Kate’s Pantry,Lake Stevens,98258.0,Snohomish,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,kate.smith4gb@gmail.com,Does not appear on Street View/No images,,,,,,,,,,,,,,,Chapel Hill Rd & 99th Ave SE,47.99619100000001,-122.098362,DONT KNOW
70,Key Peninsula Pantry #1,Lakebay,98349.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,rsimon@safest.org,,http://mapping.littlefreepantry.org/media/pantry_images/923b43dd266341148984e9bdbe7516a4/Completed_pantry_2.28.21_2.jpg http://mapping.littlefreepantry.org/media/pantry_images/923b43dd266341148984e9bdbe7516a4/Little_Pantry_Pic3_2.28.21.jpg,,,,,,,,,,,,,,64th St NW & Key Peninsula Hwy NW,47.31546699999999,-122.75189000000002,DONT KNOW
71,Midday LFP FBFK,Lakebay,98349.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,middayLFP@aol.com,located just outside of the perimeter fence at Food Backpacks for Kids,http://mapping.littlefreepantry.org/media/pantry_images/2bf68527202d479f96681bacdd9014cf/Picture1_with_Board_Members.png http://mapping.littlefreepantry.org/media/pantry_images/2bf68527202d479f96681bacdd9014cf/FB4K_Pantry_-_Full.jpg,,,,,,,,,,,,,,9127 154th Ave CT NW,47.340512,-122.7432,DONT KNOW
72,The Little Free Pantry,Lakewood,98499.0,Pierce,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,12601 Addison St SW,47.143136000000005,-122.501211,DONT KNOW
73,The Little Free Pantry,Lakewood,98498.0,Pierce,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,14511 W Thorne Ln SW,47.126135,-122.55637700000001,DONT KNOW
74,The Little Free Pantry,Lakewood,98499.0,Pierce,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0g-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hm3o46hrpd6jq7vhip57i7ns14/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYYmkYz3cKUh-HsV3crdwQkDxnXVPpQHSRkds-T5t0awnbUmlrfSItFpk_4aoIuMHWQZ0drswVwM0X55oJdvhWlwv2omfWGVf8U1pkoq3-I9sAljoRqLAoXoi88XqX4Mj-1f13CRNqAVey6gTNeVXta7RYvt48uERTOJ79EaacsQa_7khohumCS132opoMZzU4?session=0&fife=s16383,,,,,,,,,,,,,,4928 109th St SW,47.157811,-122.50362,DONT KNOW
75,The Little Free Pantry,Lakewood,98499.0,Pierce,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,5506 Boston Ave SW,47.140004,-122.509702,DONT KNOW
76,The Little Free Pantry,Lakewood,98499.0,Pierce,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/sdlth591de98d3jfjc50jd5jog/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZAnyKgy7XTlultuk_MCX0d0clWCK9FQWC94Vd4RK9HaJHeu9B_3pZlGFmTAMkisFIFEK606Yn3GYkUSeWvtDByITBS5MUVo3_ZUgq_bxDcErcOcwNSjLr8kLNsLawAWPvt-gT1DQakVA_6VsQlax2e4J6eOCo9v6CoY-fuhxrOY4IkowJhwUO-UiHSse7g9T4?session=0&fife=s16383,,,,,,,,,,,,,,8956 Gravelly Lake Dr SW,47.174536,-122.514759,DONT KNOW
77,Faith Lutheran Little Free Pantry,Leavenworth,98826.0,Chelan,No,Washington,Rural,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,merrymulesears@msn.com,,http://mapping.littlefreepantry.org/media/pantry_images/632e9ffffe5946278b05c49320de9f97/P1000861.JPG http://mapping.littlefreepantry.org/media/pantry_images/632e9ffffe5946278b05c49320de9f97/P1000860.JPG,,,,,,,,,,,,,,224 Benton Street Leavenworth,47.595678,-120.66753999999999,DONT KNOW
78,Little Free Pantry Long Beach WA,Long Beach,98631.0,Pacific,No,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,gmastree@fromgrandmastree.com,Does not appear on Street View/No images,,,,,,,,,,,,,,,200 N. Oregon Long Beach,46.35202600000001,-124.053369,DONT KNOW
79,The Little Free Pantry,Lynnwood,98087.0,Snohomish,No,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/mojg926hvtapin8uv9nfhgfipo/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZ4lgojMx8wtC34HZMN-kDw_otYnVnNMz7uehqdJklvesrY2JPg7GMptsG_cuc-RClHYDeVZB8FvJ_rF0memMLusS2YuwJQFEXkl1b6NPr5fRLkQc328YkY7gc9VgbdQt3Ps_Szq9vVXUD05DXNCG9ddeqoLbdO6BnfsZk9UGYp1BMWi-On84n80CdgTYtsWo0?session=0&fife=s16383,,,,,,,,,,,,,,15905 Hwy 99,47.85460400000001,-122.288481,DONT KNOW
80,Lynnwood Little Free Pantry,Lynnwood,98036.0,Snohomish,No,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,beckyguerra@gmail.com,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ssfsl8obg1inrplvoieudtnjtc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaZ1giHicX6WCfVfC7JNn9bkwEnC8V06Cv9Kj6HnmQzUHiX7R1-W5ve9BYud67V-Ir5kiPJOElCdrJdSduq6Ufq_sNAOm5scjFP3oJIDO7KKArgrtFMxyo6VvOdO11OY1D4pYj0cnPtLg_eqIpT_kYw-MF057qw-BUGv_49BZ_FpXDBOlrrHyO9tSNuDAL15gY?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/86d165824063473cbe8a0030d3679a8d/2951BAB4-1F1D-45B8-A026-A816631C2694.jpeg http://mapping.littlefreepantry.org/media/pantry_images/86d165824063473cbe8a0030d3679a8d/65BE4420-2CA1-4B6F-BBBB-166DDE5D82CA.jpeg,,,,,,,,,,,,,,5017 192nd St SW,47.82470500000001,-122.301255,DONT KNOW
81,Brookview Church,Brier,98037.0,Snohomish,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,brookegemini2213@gmail.com,"In front of church/in parking lot down about 5 stairs in front of a black door. Big banner above saying ""Give/Take"" or similar description. Not on direct side of road like usual pantries.",http://mapping.littlefreepantry.org/media/pantry_images/f5a0ad5d37974b749e658dc062e46a53/Screenshot_20201204-134410_Maps.jpg,,,,,,,,,,,,,,22730 Brier Rd,47.792118,-122.27452199999999,DONT KNOW
82,The Little Free Pantry,Maple Valley,98038.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,tammielindholm@gmail.com,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/sm7cijda1bj7kuk9vh1hk96mpc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZ9emmz52YlDBgRQTWFduo0bRc1ZN-VKPSqdkoh2lF2K5m8_qOLfv_XRcZR-4qqmo1L01CWjQF_45mCPdpxkRDEh_F73fowIL2MbMCREyyOoPNyN2t0TClCcNLVJxHhPBpN6-KSrRYmBkZwmNNHraJ_Ps_hvTT7jK66xdDvqiFQ68DVtQ13yYqTv1jMfJeyiMI?session=0&fife=s16383,,,,,,,,,,,,,,24218 Witte Rd SE,47.384653000000014,-122.048187,DONT KNOW
83,The Little Free Pantry,Marysville,98270.0,Snohomish,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,ashlynpriebe06@gmail.com,,,,,,,,,,,,,,,,8320 82nd St NE,48.069051999999985,-122.118215,DONT KNOW
84,Heatherwood Little Pantry,Mill Creek,98012.0,Snohomish,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,laurawight@yahoo.com,by Heatherwood Apartments office,,,,,,,,,,,,,,,13510 North Creek Drive Mill Creek,47.87521100000001,-122.219891,DONT KNOW
85,Food is Free Milton,Milton,98354.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,goodseedpastor@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/71a7aa522c00469caeba53da87f09f86/E8AAD9D6-B1D9-47F3-9B49-21CB467646AA.jpeg http://mapping.littlefreepantry.org/media/pantry_images/71a7aa522c00469caeba53da87f09f86/74970D86-7F0B-444B-8341-00673CFAD2EF.jpeg,,,,,,,,,,,,,,1405 10th Ave Milton,47.247261,-122.322355,DONT KNOW
86,Hazel’s Free Little Pantry,Monroe,98272.0,Snohomish,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mslc@morningstarlc.org,,http://mapping.littlefreepantry.org/media/pantry_images/ca205b5bd307427482c6d67546ddd657/C555AA77-820C-4165-A141-6150A73708BD.jpeg,,,,,,,,,,,,,,342 S. Lewis St,47.852162,-121.97151599999998,DONT KNOW
87,The Little Free Pantry,Monroe,98272.0,Snohomish,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,74th Pl SE,47.92847100000001,-121.894675,DONT KNOW
88,The Little Free Pantry,Mountlake Terrace,98043.0,Snohomish,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,obrien.dave@hotmail.com,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ajtf4c15t4h9a4me5jb7tcpnh0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbLfiiowdLm0zRptmjPt289RySxZjrWtNGyhcbOi9tZYZ9iouFYoY02xOR54CmQfpVVxX1JIb5lHLOMUemtesd2GhASXMjXuasuh8vP0zEzvzd4K8O-GkeDfRGsFOgEbg_Ld2Nt6fi6O7u-QyLaSh_AynlSWHkpEGizIErPbhlebUtqfUWf1OoXkxwj_Sg9W8s?session=0&fife=s16383,,,,,,,,,,,,,,22001 48th Ave W,47.799242,-122.29764,DONT KNOW
89,MLT Little Free Pantry,Mountlake Terrace,98043.0,Snohomish,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,dustin@mltcf.org,located across the street from the mountlake terrace library,http://mapping.littlefreepantry.org/media/pantry_images/8db769e6c64340bf8bde30998b09b07b/0CA0E0E1-7374-420C-AEE6-44646659AC47.jpeg http://mapping.littlefreepantry.org/media/pantry_images/8db769e6c64340bf8bde30998b09b07b/C0D266AF-A689-47EF-80E0-E78BE0261C52.jpeg,,,,,,,,,,,,,,23300 58th AVe W Mountlake Terrace,47.78745600000001,-122.31103,DONT KNOW
90,Little Free Pantry Ocean Park WA,Ocean Park,98640.0,Pacific,No,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,office@oceanparklutheran.org,Does not appear on Street View/No images,,,,,,,,,,,,,,,1601 Bay Ave Ocean Park,46.49150700000001,-124.048763,DONT KNOW
91,"Westminster Presbyterian Church, Olympia",Olympia,98501.0,Thurston,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,Does not appear on Street View/No images,,,,,,,,,,,,,,,1925 Boulevard Rd Olympia,47.031197000000006,-122.86589399999998,DONT KNOW
92,Olympic Unitarian Universalist Fellowship Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/kh0pngggorfn1hf20cmtgvn6bo/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZthefohegAeccYXQfk22A7sQLDkaqR51nnlB8xnc7CL05faUq76VR971NmPQZmg4dgD2kDcJ71faG2HfNLeV2fEke5j2Nd4eZWdsYO2IloyXxcVgfQ6JQgnmCMKJ3qT6Y2CzF8uV1P6GwBueMw84_67If6rHDEEdblu6zYqyMeAHuQfCdM7hG5ro32euqTFH_V?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/34f7a705143d46a69bead4a936578c0c/UU_Pantry_Installation-07.JPG,,,,,,,,,,,,,,1033 N Barr Rd,48.101071000000005,-123.234565,DONT KNOW
93,CHI Little Free Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,,,,,,,,,,,,,,,1134 E Park Ave,48.10177900000001,-123.42068300000001,DONT KNOW
94,Neighborhood Little Free Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,http://mapping.littlefreepantry.org/media/pantry_images/5a24a4ed14f540d2b946a568d4bf2556/Photo_Apr_09_10_10_43_AM.jpg,,,,,,,,,,,,,,1140 W 9th St,48.120830999999995,-123.461442,DONT KNOW
95,Center for Spiritual Living Little Free Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,compassionclallamcounty@gmail.com,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/he5jfc14u19q0dp6h3ilfk7r6o/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZtMeqNi2WggChgWbMd7dqUV68nePUmz_F98oHAw6-ka6J5hVtxe3gTIOB-Cp_VmgRI5bNNZ9D1su9H-rvj_M1NQgyp3NM6bLgZDuC1nD_6JfgjQLg9EDdSRPxUUH0apZtxUHzFFtahIa69ZdbDjZ8uGhKYVbSlPQP2ADStWnu_9RziWGsV1lQ9gyy0EDTM1m0?session=0&fife=s16383,,,,,,,,,,,,,,254 N Bagley Creek Rd,48.102219999999996,-123.32747799999999,DONT KNOW
96,LFS Little Free Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,located outside the office across the street from the Boys and Girls Club,http://mapping.littlefreepantry.org/media/pantry_images/137d9b2105f14447a6207eeb1b2f9ce9/Photo_Apr_09_10_25_33_AM.jpg,,,,,,,,,,,,,,2634 S Francis St,48.102422999999995,-123.43025,DONT KNOW
97,Holy Trinity Little Free Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,southeast corner of the parking lot shared with NOLS Library,http://mapping.littlefreepantry.org/media/pantry_images/efea75bfb7114d50b533f5bbf83aaafe/Photo_Apr_09_10_17_37_AM.jpg,,,,,,,,,,,,,,301 E Lopez Ave,48.105224,-123.439113,DONT KNOW
98,Compassion Clallam Little Free Pantry,Port Angeles,98362.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,compassionclallamcounty@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/2cea1e44159f45d085e6270308e7a807/LFP_3.jpg http://mapping.littlefreepantry.org/media/pantry_images/2cea1e44159f45d085e6270308e7a807/LFP_2.jpg,,,,,,,,,,,,,,315 S Cherry St,48.11839199999999,-123.439399,DONT KNOW
99,The Community Wellness Project LFP at Irondale Church,Port Hadlock,98339.0,Jefferson,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,pantry@jccwp.org,,http://mapping.littlefreepantry.org/media/pantry_images/0e6f4424a2944e7fb4b42ad25b482a8f/tjgCL55TkW3AjToL3OS0w.jpg,,,,,,,,,,,,,,681 Irondale Road,48.042641999999994,-122.774896,DONT KNOW
100,Little Free Pantry at the Harbormaster’s House,Port Orchard,99366.0,Kitsap,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,ferrycommuter@yahoo.com,located on DeKalb Street,http://mapping.littlefreepantry.org/media/pantry_images/52929a8e9c1d41c7a246960f2e34d82b/7FDD54E4-B15A-4E7E-A8B1-8E6DED2AF8F4.jpeg http://mapping.littlefreepantry.org/media/pantry_images/52929a8e9c1d41c7a246960f2e34d82b/E3952836-E7DC-47E3-BB7D-38E5963A365F.jpeg,,,,,,,,,,,,,,319 Sidney Avenue,47.53973600000001,-122.63592100000001,DONT KNOW
101,St Paul's Episcopal Church Little Free Pantry,Port Townsend,98368.0,Jefferson,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,morkabu@olympus.net,located on the garden shed in the parking lot,,,,,,,,,,,,,,,1020 Jefferson Street,48.11558800000001,-122.75910800000001,DONT KNOW
